row_id,speaker_id,sentence_id,repetition_index,token_index,phoneme_label,wav_path,onset,offset,start_frame,stop_frame
11208,KV,FRcorp24,1,32,u,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp24.wav,4.4,4.62,220,231
11209,KV,FRcorp24,1,34,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp24.wav,4.67,4.77,233,239
11210,KV,FRcorp24,1,35,ɛ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp24.wav,4.77,4.87,238,244
11211,KV,FRcorp24,1,36,s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp24.wav,4.87,5.03,243,252
11212,KV,FRcorp24,1,37,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp24.wav,5.03,5.16,251,258
11213,KV,FRcorp25,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,0.95,1.06,47,53
11214,KV,FRcorp25,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,1.06,1.33,53,67
11215,KV,FRcorp25,1,4,p,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,1.33,1.45,66,73
11216,KV,FRcorp25,1,5,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,1.45,1.66086,72,84
11217,KV,FRcorp25,1,6,s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,1.66086,1.86,83,93
11218,KV,FRcorp25,1,7,ø,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,1.86,1.99,93,100
11219,KV,FRcorp25,1,8,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,1.99,2.08,99,104
11220,KV,FRcorp25,1,9,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,2.08,2.15,104,108
11221,KV,FRcorp25,1,10,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,2.15,2.2,107,110
11222,KV,FRcorp25,1,11,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,2.2,2.26,110,113
11223,KV,FRcorp25,1,12,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,2.26,2.44,112,122
11224,KV,FRcorp25,1,13,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,2.44,2.51,122,126
11225,KV,FRcorp25,1,14,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp25.wav,2.51,2.63,125,132
11226,KV,FRcorp26,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,0.69,0.8,34,40
11227,KV,FRcorp26,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,0.8,1.01,40,51
11228,KV,FRcorp26,1,4,k,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.01,1.12,50,57
11229,KV,FRcorp26,1,5,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.12,1.25,56,63
11230,KV,FRcorp26,1,6,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.25,1.36644,62,69
11231,KV,FRcorp26,1,7,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.36644,1.46,68,73
11232,KV,FRcorp26,1,8,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.46,1.56,73,78
11233,KV,FRcorp26,1,9,k,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.56,1.64239,78,83
11234,KV,FRcorp26,1,11,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.71,1.75,85,88
11235,KV,FRcorp26,1,12,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.75,1.82,87,91
11236,KV,FRcorp26,1,13,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.82,1.9,91,95
11237,KV,FRcorp26,1,14,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.9,1.97,95,99
11238,KV,FRcorp26,1,15,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,1.97,2.18,98,109
11239,KV,FRcorp26,1,16,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,2.18,2.25,109,113
11240,KV,FRcorp26,1,17,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp26.wav,2.25,2.39,112,120
11241,KV,FRcorp27,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,0.7,0.82,35,41
11242,KV,FRcorp27,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,0.82,1.23,41,62
11243,KV,FRcorp27,1,4,l,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.23,1.33828,61,67
11244,KV,FRcorp27,1,5,u,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.33828,1.453,66,73
11245,KV,FRcorp27,1,6,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.453,1.60909,72,81
11246,KV,FRcorp27,1,7,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.60909,1.7,80,85
11247,KV,FRcorp27,1,8,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.7,1.76,85,88
11248,KV,FRcorp27,1,9,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.76,1.82,88,91
11249,KV,FRcorp27,1,10,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.82,1.89,91,95
11250,KV,FRcorp27,1,11,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,1.89,2.1,94,105
11251,KV,FRcorp27,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,2.1,2.18,105,109
11252,KV,FRcorp27,1,13,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp27.wav,2.18,2.3,109,115
11253,KV,FRcorp28,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,0.89,1.01,44,51
11254,KV,FRcorp28,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.01,1.25527,50,63
11255,KV,FRcorp28,1,4,ʒ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.25527,1.37,62,69
11256,KV,FRcorp28,1,5,ɑ̃,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.37,1.57718,68,79
11257,KV,FRcorp28,1,6,ʃ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.57718,1.78,78,89
11258,KV,FRcorp28,1,7,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.78,1.8909,89,95
11259,KV,FRcorp28,1,9,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.95,1.99,97,100
11260,KV,FRcorp28,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,1.99,2.07,99,104
11261,KV,FRcorp28,1,11,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,2.07,2.13,103,107
11262,KV,FRcorp28,1,12,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,2.13,2.19,106,110
11263,KV,FRcorp28,1,13,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,2.19,2.39,109,120
11264,KV,FRcorp28,1,14,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,2.39,2.46,119,123
11265,KV,FRcorp28,1,15,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp28.wav,2.46,2.59,123,130
11266,KV,FRcorp29,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,0.52,0.63,26,32
11267,KV,FRcorp29,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,0.63,0.83088,31,42
11268,KV,FRcorp29,1,4,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,0.83088,0.92307,41,47
11269,KV,FRcorp29,1,5,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,0.92307,1.04,46,52
11270,KV,FRcorp29,1,6,v,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.04,1.13,52,57
11271,KV,FRcorp29,1,7,ɑ̃,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.13,1.27158,56,64
11272,KV,FRcorp29,1,8,ŋ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.27158,1.34,63,67
11273,KV,FRcorp29,1,10,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.42,1.45,71,73
11274,KV,FRcorp29,1,11,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.45,1.53,72,77
11275,KV,FRcorp29,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.53,1.6,76,80
11276,KV,FRcorp29,1,13,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.6,1.68,80,84
11277,KV,FRcorp29,1,14,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.68,1.89,84,95
11278,KV,FRcorp29,1,15,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.89,1.97,94,99
11279,KV,FRcorp29,1,16,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp29.wav,1.97,2.11,98,106
11280,KV,FRcorp30,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,0.76,0.88,38,44
11281,KV,FRcorp30,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,0.88,1.0607,44,54
11282,KV,FRcorp30,1,4,j,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.0607,1.2,53,60
11283,KV,FRcorp30,1,5,ɛ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.2,1.32,60,66
11284,KV,FRcorp30,1,6,ʁ̥,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.32,1.44143,66,73
11285,KV,FRcorp30,1,8,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.49,1.55,74,78
11286,KV,FRcorp30,1,9,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.55,1.64,77,82
11287,KV,FRcorp30,1,10,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.64,1.69,82,85
11288,KV,FRcorp30,1,11,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.69,1.79,84,90
11289,KV,FRcorp30,1,12,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.79,1.98,89,99
11290,KV,FRcorp30,1,13,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,1.98,2.07,99,104
11291,KV,FRcorp30,1,14,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp30.wav,2.07,2.20033,103,111
11292,KV,FRcorp31,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,0.57,0.69,28,35
11293,KV,FRcorp31,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,0.69,0.89967,34,45
11294,KV,FRcorp31,1,4,s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,0.89967,1.06635,44,54
11295,KV,FRcorp31,1,5,e,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.06635,1.16,53,58
11296,KV,FRcorp31,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.16,1.25,57,63
11297,KV,FRcorp31,1,7,j,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.25,1.35,62,68
11298,KV,FRcorp31,1,8,ø,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.35,1.55,67,78
11299,KV,FRcorp31,1,10,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.62,1.66,81,83
11300,KV,FRcorp31,1,11,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.66,1.72,83,86
11301,KV,FRcorp31,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.72,1.81,86,91
11302,KV,FRcorp31,1,13,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.81,1.89828,90,95
11303,KV,FRcorp31,1,14,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,1.89828,2.08,94,104
11304,KV,FRcorp31,1,15,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,2.08,2.16,104,108
11305,KV,FRcorp31,1,16,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp31.wav,2.16,2.30388,108,116
11306,KV,FRcorp32,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,0.59,0.72,29,36
11307,KV,FRcorp32,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,0.72,1.02,36,51
11308,KV,FRcorp32,1,5,t͡s,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.05,1.17,52,59
11309,KV,FRcorp32,1,6,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.17,1.28834,58,65
11310,KV,FRcorp32,1,7,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.28834,1.35,64,68
11311,KV,FRcorp32,1,8,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.35,1.48,67,74
11312,KV,FRcorp32,1,9,n,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.48,1.57,74,79
11313,KV,FRcorp32,1,10,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.57,1.63,78,82
11314,KV,FRcorp32,1,11,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.63,1.7,81,85
11315,KV,FRcorp32,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.7,1.76,85,88
11316,KV,FRcorp32,1,13,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.76,1.84421,88,93
11317,KV,FRcorp32,1,14,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,1.84421,2.01,92,101
11318,KV,FRcorp32,1,15,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,2.01,2.08,100,104
11319,KV,FRcorp32,1,16,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp32.wav,2.08,2.23,104,112
11320,KV,FRcorp33,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,0.79166,0.91,39,46
11321,KV,FRcorp33,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,0.91,1.09,45,55
11322,KV,FRcorp33,1,4,p,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.09,1.2,54,60
11323,KV,FRcorp33,1,5,u,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.2,1.25274,60,63
11324,KV,FRcorp33,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.25274,1.36707,62,69
11325,KV,FRcorp33,1,7,ɡ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.36707,1.46622,68,74
11326,KV,FRcorp33,1,8,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.46622,1.55,73,78
11327,KV,FRcorp33,1,9,b,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.55,1.62,77,81
11328,KV,FRcorp33,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.62,1.70716,81,86
11329,KV,FRcorp33,1,11,ɪ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.70716,1.78618,85,90
11330,KV,FRcorp33,1,12,ɛ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.78618,1.86,89,93
11331,KV,FRcorp33,1,13,l,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.86,1.94231,93,98
11332,KV,FRcorp33,1,14,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,1.94231,2.03,97,102
11333,KV,FRcorp33,1,15,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,2.03,2.1,101,105
11334,KV,FRcorp33,1,16,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,2.1,2.15,105,108
11335,KV,FRcorp33,1,17,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,2.15,2.23566,107,112
11336,KV,FRcorp33,1,18,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,2.23566,2.4,111,120
11337,KV,FRcorp33,1,19,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,2.4,2.48,120,124
11338,KV,FRcorp33,1,20,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp33.wav,2.48,2.63,124,132
11339,KV,FRcorp34,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,0.65,0.76,32,38
11340,KV,FRcorp34,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,0.76,0.93,38,47
11341,KV,FRcorp34,1,4,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,0.93,1.1202,46,57
11342,KV,FRcorp34,1,5,y,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.1202,1.21,56,61
11343,KV,FRcorp34,1,6,l,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.21,1.2989,60,65
11344,KV,FRcorp34,1,7,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.2989,1.38,64,69
11345,KV,FRcorp34,1,8,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.38,1.45,69,73
11346,KV,FRcorp34,1,9,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.45,1.51,72,76
11347,KV,FRcorp34,1,10,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.51,1.6,75,80
11348,KV,FRcorp34,1,11,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.6,1.78,80,89
11349,KV,FRcorp34,1,12,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.78,1.86,89,93
11350,KV,FRcorp34,1,13,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp34.wav,1.86,2.05463,93,103
11351,KV,FRcorp35,1,2,d,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,0.94,1.06,46,53
11352,KV,FRcorp35,1,3,i,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.06,1.25,53,63
11353,KV,FRcorp35,1,4,ɡ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.25,1.34488,62,68
11354,KV,FRcorp35,1,5,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.34488,1.48,67,74
11355,KV,FRcorp35,1,6,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.48,1.55089,74,78
11356,KV,FRcorp35,1,7,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.55089,1.7,77,85
11357,KV,FRcorp35,1,8,ʒ̥,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.7,1.82124,85,92
11358,KV,FRcorp35,1,9,t,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.82124,1.91,91,96
11359,KV,FRcorp35,1,10,ʁ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.91,1.97,95,99
11360,KV,FRcorp35,1,11,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,1.97,2.04,98,102
11361,KV,FRcorp35,1,12,ɑ,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,2.04,2.12317,102,107
11362,KV,FRcorp35,1,13,f,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,2.12317,2.3,106,115
11363,KV,FRcorp35,1,14,w,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,2.3,2.37,114,119
11364,KV,FRcorp35,1,15,a,ru-fr_interference/2/wav_et_textgrids/FRcorp_textgrids_only/KV/kv_rus_list1_FRcorp35.wav,2.37,2.51,118,126
